fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_label
-0.8294137119126661,-0.4449464299288572,-0.8279527336559962,0.10596950335046876,-2.056841233485251,-0.9901157328254361,-1.0892909275972598,-1.7724586716513466,-0.07308838038524,0.004643558248148351,0.896756751532792,1
-0.8294137119126661,-0.5009641238520293,-1.3867285329631442,-1.5325632155963311,-0.601777397547279,1.6798571540704637,-0.2544740987946524,-1.3031718638721614,0.061853563527718286,-0.5074265100150674,0.896756751532792,1
-0.046380229614571784,-0.5569818177752014,0.08640766521024622,-1.2048566718069709,-0.008973612535513008,1.166400829667406,-0.029715721809335013,-0.38135849144887046,-0.4104432401676342,-0.8000379775940472,-0.12888010131312252,0
-1.1908137806656334,0.11523050930286366,-0.6247615339079422,-0.8771501280176109,-0.22453862526706456,1.0637095647867945,-0.35079911750264553,-1.9959285801175841,0.061853563527718286,1.2482422954588137,1.0832361793229577,1
-1.2510471254577942,-0.38892873600568506,-0.5231659340339152,-1.2048566718069709,-0.4401036379986161,-0.8874244679448245,-1.1213992671665907,-1.3757995841237383,2.018511750265612,-0.8000379775940472,0.896756751532792,0
0.7968865974756845,1.9638144087675415,0.03560986527323299,0.10596950335046876,0.2604826533789257,1.4744746243092406,2.5228972739524833,0.6633633306309255,-0.4779142121241119,-0.8731908444887923,-0.9680375263688714,0
-0.4680136431596994,1.2635932347278909,-1.3867285329631442,-0.7132968561229313,0.15270014701315066,-0.9901157328254361,-1.0892909275972598,0.004127100655475738,0.1967955074406766,-1.1658023120677727,-0.6883183846836228,0
2.453303579260115,-0.7810525934678896,1.1023636639505157,0.2698227752451489,-0.0628648657184009,-0.784733203064213,-0.8324242110426112,1.389640533146259,-1.6249207353842587,1.2482422954588137,-0.12888010131312252,1
-1.3715138150421167,-0.1088402663898248,-1.3867285329631442,-0.38559031233357094,-0.9251249166446064,2.501387273115356,0.25925933431464443,-0.9567935057494812,1.5462149465702595,2.05292383130101,0.24407875426720882,1
-0.046380229614571784,-0.7810525934678896,0.5435878646433675,-1.368709943701651,-1.2484724357419332,-0.57935067330299,-0.5434491549186318,-0.2863837803507072,-0.34297226821115656,0.6630193603008536,-0.5950786707885384,0
-1.0703470910813109,-1.06114106308375,-0.015187934663780522,0.7613825909291886,-0.7634511570959427,-0.784733203064213,-0.06182406137866606,-1.6048562403016686,-0.6803271279935508,-0.6537322438045569,1.4561950349032906,1
-0.7691803671205052,0.22726589714920728,-1.3867285329631442,-0.5494435842282511,2.2275133945543315,-0.37396814354176694,-0.029715721809335013,0.026474091502062255,-0.005617408428759358,-0.36112077622557726,-0.9680375263688714,1
-0.2270802639910546,0.003195121456519432,-0.16758133447482107,-0.5494435842282511,-0.49399489118150397,-0.06589434889993236,1.896784652350528,-0.3981187345838259,-0.27550129625467595,-0.8000379775940472,-0.9680375263688714,1
2.0015534933189074,-1.6773356962386428,1.5087460634466232,-0.8771501280176109,-0.3862123848157282,-1.2981895274672708,-1.2177242858745838,0.7750982848640442,-1.1526239316889033,0.37040789272187313,-0.5018389568934555,1
-2.034080607755889,-0.6129995116983735,-1.3867285329631442,-0.38559031233357094,-1.7873849675708118,0.03679691598067917,-0.12604074051732816,-2.4819756310317245,2.524544039939203,0.6630193603008536,2.8547907433295383,1
-0.16684691919889366,-1.957424165854503,0.492790064706354,-2.3518295750697313,-1.7334937143879239,2.09062221359291,2.025218010627852,-2.4819756310317245,-2.6032498287532055,-1.5315666465414979,2.108873032168872,1
0.8571199422678455,-1.1731764509300942,1.3563526636355832,0.2698227752451489,0.6916126788420288,1.2690920945480175,1.190401181825245,0.9427007162137221,-0.2080303242981983,1.2482422954588137,-0.7815580985787057,0
-1.3715138150421167,-0.1648579603129969,-1.3867285329631442,-1.5325632155963311,-1.3023636889248211,-0.06589434889993236,-0.6397741736266249,-1.2473043867556022,0.33173745135363486,-1.458413779646753,-0.8747978124737885,0
-1.6124471942107614,0.4793455198034818,-1.3867285329631442,-1.2048566718069709,0.4221564129275893,0.03679691598067917,0.41980103216129966,-1.3478658455654586,1.8160988343961761,-0.9463437113835373,-0.5018389568934555,0
-0.10661357440673272,0.7314251424577564,-0.26917693434884793,-0.2217370404388908,-0.6556686507301669,-0.6820419381836015,-0.7360991923346181,0.0488210823487108,-0.07308838038524,2.5649938995642243,-0.12888010131312252,0
-0.8896470567048276,0.8434605303041005,-0.929548333530023,2.1541354020339694,-0.7095599039130548,-0.06589434889993236,-0.5434491549186318,-0.8227115606697141,0.6690923111360321,-0.9463437113835373,0.6170376098475419,0
-0.28731360878321605,2.131867490537058,-1.03114393340405,-0.7132968561229313,-1.2484724357419332,0.6529445052643483,0.034500957329327085,-0.8171248129580829,1.3438020307008205,-1.604719513436243,0.24407875426720882,1
0.6161865630992017,-1.117158757006922,0.8991724642024619,-1.368709943701651,-1.3023636889248211,0.34487071062251373,-0.2865824383639834,-0.9679670011728055,-0.8827400438629868,1.7603123637220295,0.6170376098475419,1
1.1582866662286513,-1.3412295326996104,1.1023636639505157,0.43367604713982905,-1.1945811825590458,-1.0928069977060477,-1.0571825880279286,0.4957608992812475,-1.7598626792972172,0.6630193603008536,0.05759932647704314,1
-0.28731360878321605,-0.5569818177752014,0.23880106502128676,0.7613825909291886,-0.0628648657184009,1.371783359428629,0.38769269259196865,0.3840259450480668,-0.005617408428759358,-0.06850930864659677,-0.12888010131312252,0
